,Title,Studio,Opening,Date,Director,Budget,imdbID,month,year,Actor,Genre,Writer,Ratings
138,Kill Bill Vol. 1,Mira.,"$22,089,322",10/10/2003,Anna Foerster,,tt3717252,8,2014,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Action, Adventure, Fantasy","Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)",0.21
141,Starship Troopers,Sony,"$22,058,773",11/7/1997,Mark Helfrich,,tt0452625,7,2011,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse","Comedy, Fantasy, Romance","Josh Stolberg (screenplay), Steve Glenn (short story)",0.05
143,Chronicle (2012),Fox,"$22,004,098",2/3/2012,Richard Loncraine,,tt0408345,6,2010,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett","Crime, Thriller",Joe Forte,0.18
147,Tyler Perry's Diary of a Mad Black Woman,Lions,"$21,905,089",2/25/2005,Paul W.S. Anderson,,tt2592614,5,2017,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts","Action, Horror, Sci-Fi",Paul W.S. Anderson,0.36
148,Inspector Gadget,BV,"$21,889,138",7/23/1999,Roger Kumble,,tt0997047,7,2010,"Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre","Adventure, Comedy, Drama","Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio",0.12
154,Neighbors 2: Sorority Rising,Uni.,"$21,760,405",5/20/2016,Ari Aster,,tt7784604,7,2012,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro","Drama, Horror, Mystery",Ari Aster,0.89
155,Underworld,SGem,"$21,753,759",9/19/2003,Diane Keaton,,tt0162983,4,2010,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau","Comedy, Drama","Delia Ephron (book), Delia Ephron (screenplay), Nora Ephron (screenplay)",0.12
156,Die Hard 2: Die Harder,Fox,"$21,744,661",7/6/1990,Gary Winick,,tt0892318,3,2017,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti","Adventure, Comedy, Drama","Jose Rivera, Tim Sullivan",0.41
157,Texas Chainsaw 3D,LGF,"$21,744,470",1/4/2013,"Bobby Farrelly, Peter Farrelly",,tt0480687,6,2012,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate","Comedy, Romance","Pete Jones (screenplay), Peter Farrelly (screenplay), Kevin Barnett (screenplay), Bobby Farrelly (screenplay), Pete Jones (story)",0.34
159,Shaft,Par.,"$21,714,757",6/16/2000,Steven Brill,,tt0364751,8,2015,"Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell","Adventure, Comedy, Mystery","Fred Wolf (story), Harris Goldberg (story), Tom Nursall (story), Jay Leggett (screenplay), Mitch Rouse (screenplay)",0.14
163,Lights Out,WB (NL),"$21,688,103",7/22/2016,James Mangold,,tt0118887,7,2016,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro","Crime, Drama, Thriller",James Mangold,0.73
164,RoboCop (2014),Sony,"$21,681,430",2/12/2014,Adam Shankman,,tt0209475,7,2016,"Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras, Justin Chambers","Comedy, Romance","Pamela Falk, Michael Ellis","{'Source': 'Metacritic', 'Value': '33/100'}"
170,Fool's Gold,WB,"$21,589,295",2/8/2008,John Woo,,tt0338337,7,2015,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti","Action, Mystery, Sci-Fi","Philip K. Dick (short story), Dean Georgaris (screenplay)",0.27
171,Tammy,WB (NL),"$21,577,049",7/2/2014,Nora Ephron,,tt0117038,6,2014,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins","Comedy, Drama, Fantasy","Peter Dexter (story), Jim Quinlan (story), Nora Ephron (screenplay), Delia Ephron (screenplay), Peter Dexter (screenplay), Jim Quinlan (screenplay)",0.36
173,"You, Me and Dupree",Uni.,"$21,525,560",7/14/2006,Joe Alves,,tt0085750,11,2016,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr.","Adventure, Horror, Thriller","Peter Benchley (suggested by the novel ""Jaws""), Richard Matheson (screenplay), Carl Gottlieb (screenplay), Guerdon Trueblood (story)",0.11
174,Pete's Dragon (2016),BV,"$21,514,095",8/12/2016,Guy Ritchie,,tt1638355,7,2010,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki","Action, Adventure, Comedy","Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), Jeff Kleeman (story by), David C. Wilson (story by), Guy Ritchie (story by), Lionel Wigram (story by), Sam Rolfe (based on the television series created by)",0.66
175,American Reunion,Uni.,"$21,514,080",4/6/2012,Wolfgang Petersen,,tt0114069,7,2017,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","Action, Drama, Thriller","Laurence Dworet, Robert Roy Pool",0.59
176,Hercules,BV,"$21,454,451",6/27/1997,George C. Wolfe,,tt0956038,2,2010,"Richard Gere, Diane Lane, Christopher Meloni, Viola Davis","Drama, Romance","Ann Peacock (screenplay), John Romano (screenplay), Nicholas Sparks (novel)",0.3
177,The 40-Year-Old Virgin,Uni.,"$21,422,815",8/19/2005,Marc Forster,,tt0420223,6,2012,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza","Comedy, Drama, Fantasy",Zach Helm,0.72
178,The Stepford Wives,Par.,"$21,406,781",6/11/2004,Ivan Reitman,,tt0251075,11,2014,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","Comedy, Sci-Fi","Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",0.43
181,The Hitman's Bodyguard,LG/S,"$21,384,504",8/18/2017,Richard Lester,,tt0086393,10,2013,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure","Action, Comedy, Sci-Fi","Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), David Newman (screenplay by), Leslie Newman (screenplay by)",0.25
182,Ice Age: Collision Course,Fox,"$21,373,064",7/22/2016,"Mike Thurmeier, Galen T. Chu(co-director)",,tt3416828,6,2010,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine","Animation, Adventure, Comedy","Michael J. Wilson (screenplay), Michael Berg (screenplay), Yoni Brenner (screenplay), Aubrey Solomon (story)",0.16
183,Tyler Perry's Why Did I Get Married?,LGF,"$21,353,789",10/12/2007,Neill Blomkamp,,tt1823672,7,2015,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","Action, Crime, Drama","Neill Blomkamp, Terri Tatchell",0.32
185,Storks,WB,"$21,311,407",9/23/2016,Jeff Wadlow,,tt1650554,2,2015,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Action, Comedy, Crime","Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.33
187,Happy Feet Two,WB,"$21,237,068",11/18/2011,Clint Eastwood,,tt1742044,6,2011,"Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken","Biography, Drama, Music","Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")",0.53
191,Waterworld,Uni.,"$21,171,780",7/28/1995,Chris Nahon,,tt0271027,8,2011,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan","Action, Crime, Drama","Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",0.51
192,The Adjustment Bureau,Uni.,"$21,157,730",3/4/2011,Michael Tollin,,tt0316465,12,2014,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson","Biography, Drama, Sport",Mike Rich,0.36
194,Bride Wars,Fox,"$21,058,173",1/9/2009,Rob Cohen,,tt0382992,3,2014,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard","Action, Adventure, Sci-Fi",W.D. Richter,0.13
195,13 Going on 30,SonR,"$21,054,283",4/23/2004,Peter Berg,,tt0431197,5,2012,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman","Action, Drama, Thriller",Matthew Michael Carnahan,0.51
196,Resident Evil: Retribution,SGem,"$21,052,227",9/14/2012,Joe Berlinger,,tt0229260,5,2015,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan","Adventure, Fantasy, Horror","Daniel Myrick (characters), Eduardo Sánchez (characters), Dick Beebe, Joe Berlinger",0.14
198,Lincoln,BV,"$21,049,406",11/16/2012,Gary Fleder,,tt0119468,6,2012,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur","Crime, Drama, Mystery","James Patterson (novel), David Klass (screenplay)",0.29
199,Law Abiding Citizen,Over.,"$21,039,502",10/16/2009,Shawn Levy,,tt2692250,10,2015,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan","Adventure, Comedy, Family","David Guion (screenplay), Michael Handelman (screenplay), Mark Friedman (story), David Guion (story), Michael Handelman (story), Thomas Lennon (characters), Robert Ben Garant (characters)",0.49
202,The Forgotten,SonR,"$21,022,111",9/24/2004,Lee Toland Krieger,,tt1655441,6,2017,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn","Drama, Fantasy, Romance","J. Mills Goodloe (screenplay by), Salvador Paskowitz (screenplay by), J. Mills Goodloe (screenplay), J. Mills Goodloe (story by), Salvador Paskowitz (story by)",0.56
203,Journey to the Center of the Earth,WB (NL),"$21,018,141",7/11/2008,Xavier Gens,,tt0465494,6,2011,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper","Action, Crime, Drama",Skip Woods,"{'Source': 'Metacritic', 'Value': '35/100'}"
204,The Strangers,Rog.,"$20,997,985",5/30/2008,Anton Corbijn,,tt1440728,7,2013,"George Clooney, Irina Björklund, Lars Hjelm, Björn Granath","Crime, Drama, Thriller","Rowan Joffe (screenplay), Martin Booth (novel)",0.65
205,Insomnia,WB,"$20,930,169",5/24/2002,Ric Roman Waugh,,tt0882977,2,2017,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon","Action, Drama, Thriller","Justin Haythe, Ric Roman Waugh",0.57
207,The Woman in Black,CBS,"$20,874,072",2/3/2012,Guillermo del Toro,,tt2554274,10,2011,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam","Drama, Fantasy, Horror","Guillermo del Toro, Matthew Robbins",0.71
210,The Grudge 2,Sony,"$20,825,300",10/13/2006,Martin Campbell,,tt1615160,3,2015,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","Action, Crime, Drama","David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)",0.62
213,Prom Night (2008),SGem,"$20,804,941",4/11/2008,Victor Salva,,tt0263488,3,2015,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher","Horror, Mystery",Victor Salva,0.45
217,Guess Who,Sony,"$20,671,446",3/25/2005,Ridley Scott,,tt0325805,6,2012,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman","Comedy, Crime, Drama","Eric Garcia (book), Nicholas Griffin (screenplay), Ted Griffin (screenplay)",0.82
219,The Wedding Ringer,SGem,"$20,649,306",1/16/2015,Barry Levinson,,tt0219965,11,2017,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity","Comedy, Crime, Drama",Harley Peyton,0.64
222,Contact,WB,"$20,584,908",7/11/1997,Sam Raimi,,tt0126916,7,2017,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone","Drama, Romance, Sport","Michael Shaara (novel), Dana Stevens (screenplay)",0.46
224,Blockers,Uni.,"$20,556,350",4/6/2018,Ron Underwood,,tt0101587,10,2010,"Billy Crystal, Daniel Stern, Bruno Kirby, Patricia Wettig",Comedy,"Lowell Ganz, Babaloo Mandel",0.9
227,Takers,SGem,"$20,512,304",8/27/2010,Roger Kumble,,tt0139134,4,2018,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair","Drama, Romance","Choderlos de Laclos (novel), Roger Kumble (screenplay)",0.48
228,Scary Movie 2,Mira.,"$20,503,356",7/4/2001,George Tillman Jr.,,tt2726560,3,2017,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston","Drama, Romance","Nicholas Sparks (novel), Craig Bolotin (screenplay)",0.29
230,Mrs. Doubtfire,Fox,"$20,468,847",11/24/1993,Sydney Pollack,,tt0156934,5,2013,"Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt","Drama, Mystery, Romance","Warren Adler (novel), Darryl Ponicsan (adaptation), Kurt Luedtke (screenplay)",0.15
6,Rocky IV,UA,"$19,991,537",11/27/1985,"Anthony Russo, Joe Russo","$321,000,000",tt4154756,4,2018,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Fantasy","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)",0.83
7,Pitch Perfect 3,Uni.,"$19,928,525",12/22/2017,J.J. Abrams,"$245,000,000",tt2488496,12,2015,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver","Action, Adventure, Fantasy","Lawrence Kasdan, J.J. Abrams, Michael Arndt, George Lucas (based on characters created by)",0.93
8,102 Dalmatians,BV,"$19,883,351",11/22/2000,Rian Johnson," $620,181,382, 19 April 2018",tt2527336,12,2017,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Action, Adventure, Fantasy","Rian Johnson, George Lucas (based on characters created by)",0.91
9,Ouija,Uni.,"$19,875,995",10/24/2014,Colin Trevorrow,"$150,000,000",tt0369610,6,2015,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio","Action, Adventure, Sci-Fi","Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)",0.71
10,Kick-Ass,LGF,"$19,828,687",4/16/2010,Matthew Vaughn,"$30,000,000",tt1250777,5,2012,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss","Action, Comedy","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",0.75
11,The Unborn (2009),Uni.,"$19,810,585",1/9/2009,Jonathan Mostow,,tt0986263,2,2018,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe","Action, Crime, Mystery","Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",0.38
12,The Cable Guy,Sony,"$19,806,226",6/14/1996,Ben Stiller,,tt0115798,5,2015,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","Comedy, Drama, Thriller",Lou Holtz Jr.,0.53
13,Spawn,NL,"$19,738,749",8/1/1997,Ron Howard,,tt3062096,6,2018,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","Action, Adventure, Crime","Dan Brown (based in part on the novel by), David Koepp (screenplay by)",0.22
14,Hansel and Gretel: Witch Hunters,Par.,"$19,690,956",1/25/2013,Gabriele Muccino,,tt0814314,5,2016,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy","Drama, Romance",Grant Nieporte,0.26
15,White Chicks,Sony,"$19,676,748",6/23/2004,Jason Moore,,tt1981677,3,2017,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance","Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",0.8
16,The Grey,ORF,"$19,665,101",1/27/2012,Michael Cuesta,,tt1961175,5,2013,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster","Action, Thriller","Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",0.34
17,The Benchwarmers,SonR,"$19,656,429",4/7/2006,Joel Schumacher,,tt0117913,7,2011,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","Crime, Drama, Thriller","John Grisham (novel), Akiva Goldsman (screenplay)",0.65
18,No Strings Attached,Par.,"$19,652,921",1/21/2011,Patricia Riggen,,tt4257926,3,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino","Biography, Drama, Family","Christy Beam (book), Randy Brown (screenplay)",0.43
19,Kingdom of Heaven,Fox,"$19,635,996",5/6/2005,Duncan Jones,,tt0945513,7,2012,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Mystery, Romance, Sci-Fi",Ben Ripley,0.92
21,Paranormal Activity,Par.,"$19,617,650",10/16/2009,Baz Luhrmann,,tt0455824,11,2013,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry","Adventure, Drama, Romance","Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",0.55
22,The Animal,SonR,"$19,610,520",6/1/2001,Mikael Håfström,,tt1161864,12,2016,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds","Drama, Horror, Mystery","Michael Petroni, Matt Baglio (book)",0.21
23,Year One,Sony,"$19,610,304",6/19/2009,Jodie Foster,,tt2241351,3,2012,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West","Crime, Drama, Thriller","Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)",0.57
25,Pokemon: The Movie 2000,WB,"$19,575,608",7/21/2000,Paul Weiland,,tt0866439,6,2018,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison","Comedy, Romance","Adam Sztykiel (screenplay), Deborah Kaplan (screenplay), Harry Elfont (screenplay), Adam Sztykiel (story)",0.14
26,Hostel,Lions,"$19,556,099",1/6/2006,Drew Goddard,,tt1259521,4,2015,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",Horror,"Joss Whedon, Drew Goddard",0.92
27,U-571,Uni.,"$19,553,310",4/21/2000,"Danny Pang, Oxide Chun Pang",,tt0425430,5,2017,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Horror, Mystery, Thriller","Mark Wheaton (screenplay), Todd Farmer (story)",0.12
29,The Santa Clause 3: The Escape Clause,BV,"$19,504,038",11/3/2006,Michael Lembeck,,tt0452681,11,2012,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold","Adventure, Comedy, Family","Ed Decter, John J. Strauss, Leo Benvenuti (characters), Steve Rudnick (characters)",0.17
30,Moneyball,Sony,"$19,501,302",9/23/2011,Michael Mann,,tt0248667,11,2011,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","Biography, Drama, Sport","Gregory Allen Howard (story), Stephen J. Rivele (screenplay), Christopher Wilkinson (screenplay), Eric Roth (screenplay), Michael Mann (screenplay)",0.67
32,Another 48 HRS.,Par.,"$19,475,559",6/8/1990,Todd Phillips,,tt2005151,6,2016,"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz","Comedy, Crime, Drama","Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",0.59
33,Argo,WB,"$19,458,109",10/12/2012,"John Francis Daley, Jonathan Goldstein",,tt1524930,8,2016,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","Adventure, Comedy","Jonathan Goldstein, John Francis Daley, John Hughes (characters)",0.26
34,The Italian Job,Par.,"$19,457,944",5/30/2003,Clint Eastwood,,tt0118548,2,2016,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney","Action, Crime, Drama","David Baldacci (book), William Goldman (screenplay)",0.47
35,I Am Number Four,BV,"$19,449,893",2/18/2011,David Frankel,,tt1535438,5,2010,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","Comedy, Drama, Romance",Vanessa Taylor,0.75
36,Alien 3,Fox,"$19,449,867",5/22/1992,Joe Carnahan,,tt0475394,5,2018,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco","Action, Crime, Drama",Joe Carnahan,0.3
37,The Huntsman: Winter's War,Uni.,"$19,445,035",4/22/2016,Mike Mitchell,,tt0405325,11,2010,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker","Adventure, Comedy, Family","Paul Hernandez, Robert Schooley, Mark McCorkle",0.73
38,The Nut Job,ORF,"$19,423,000",1/17/2014,David Bowers,,tt2023453,9,2017,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick","Comedy, Family","Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay by), Jeff Kinney (based upon the book by)",0.51
39,Brother Bear,BV,"$19,404,492",11/1/2003,Betty Thomas,,tt0119951,11,2017,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris","Biography, Comedy, Drama","Howard Stern (book), Len Blum (screenplay), Michael Kalesniko (screenplay)","{'Source': 'Metacritic', 'Value': '67/100'}"
40,The Bucket List,WB,"$19,392,416",1/11/2008,Dave Filoni,,tt1185834,11,2014,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","Animation, Action, Adventure","Henry Gilroy, Steven Melching, Scott Murphy",0.18
